	highly_variable	highly_variable_rank	means	variances	variances_norm
PPP1R18	True	14552.5	0.04460148525316466	0.049139209193282	0.9525047577016696
NRM	True	9485.0	0.00532820965584415	0.005567129894271458	0.9841332440242231
MDC1	True	6752.5	0.010763789400390128	0.011483583391533351	0.9948970207655771
TUBB	True	7746.5	0.04505836605786008	0.05214043954156766	0.9881453775959074
FLOT1	True	13747.0	0.048424405940268755	0.05524289445145895	0.9621651339364484
IER3	True	738.5	0.0688713407536066	0.1053269623448517	1.1145722448505115
DDR1	True	1442.5	0.06391533087407063	0.08790757443191984	1.0675817822669396
GTF2H4	True	7360.0	0.01785381078885895	0.019306785070422078	0.9931725167033525
VARS2	True	7872.0	0.015252875776402906	0.016477038849547904	0.9926858318885667
SFTA2	True	12800.0	0.0004632039854388306	0.0004833228529588027	0.9877269776631603
MUCL3	True	11927.5	0.0003490147802490118	0.00038608819764450323	1.0079468641334948
PSORS1C1	True	7182.0	0.002536959301405073	0.0026897188464005788	0.9954936064899079
CDSN	True	4940.0	0.0003848461377950027	0.0004047834790874142	1.0180455229799907
CCHCR1	True	5696.5	0.016985179332225	0.018645464835347063	1.003582345239862
TCF19	True	4537.5	0.01317763265320292	0.01437499879902379	1.0095754997885138
MICA	True	9359.5	0.014712429798745555	0.015651754401475117	0.9878980410889635
MICB	True	10241.0	0.0015447158604342587	0.001601594233394191	0.9890923236733554
DDX39B	True	8757.0	0.02379313726596327	0.025899128887885692	0.9867208251789902
ATP6V1G2	True	9602.0	0.0008838814807798243	0.0009195516255441061	0.9879254633565427
NFKBIL1	True	8996.0	0.010164451053063761	0.010726682087017854	0.9894792368365242
LTA	True	6156.0	0.00115528231700188	0.001215195854890445	1.0064814003809157
TNF	True	2714.5	0.0020339564724636016	0.0022465436924490345	1.025319947673113
LTB	True	1193.0	0.034482784272538515	0.04466280637547409	1.0672159716242728
LST1	True	6312.0	0.012240562063816764	0.013184766591423976	1.0007552299270401
NCR3	True	8520.0	0.0008649119385495937	0.000901855094291863	0.9936484375518776
AIF1	True	4410.5	0.0341772878538765	0.04014100980061996	1.0223228154737005
PRRC2A	True	8850.5	0.008241832155258637	0.008979801056278696	0.9839961468801989
BAG6	True	10693.5	0.045532232661807406	0.05479961791624883	0.9727026272444084
APOM	True	9013.0	0.0019112123756797575	0.0019983161319522633	0.985013637379159
C6orf47	True	9471.0	0.009837753381320903	0.010397096268883046	0.9846943931666537
GPANK1	True	10188.0	0.012863581342946882	0.013566246820866323	0.9826148302924175
CSNK2B	True	11309.5	0.038877146921336286	0.04360161582685694	0.9792917023364793
LY6G5B	True	10531.0	0.01394298549102784	0.014767480464797237	0.9816332720996954
LY6G5C	True	10372.5	0.0012150425742239132	0.001256712811357501	0.9862446346648344
ABHD16A	True	8627.0	0.03449939811998198	0.038938065178032055	0.9880640347546997
LY6G6F	True	12097.0	0.0001269595506127844	0.00013091093407279503	0.9828098049088874
LY6G6E	True	3060.0	0.004969028192831224	0.005570456519830949	1.0228828116225797
MPIG6B	True	8015.0	0.0003563298324815844	0.00036959317245937646	1.0023305178257849
LY6G6C	True	6437.0	0.0008150703962191843	0.0008756542294912264	1.0122625861708008
DDAH2	True	13941.5	0.049373626955397154	0.058307933737032525	0.9666713171495463
CLIC1	True	10202.0	0.07721979909395019	0.09891624233264731	0.9819036767309078
MSH5	True	4034.0	0.02292847329528597	0.025962340433277973	1.0119454723177796
SAPCD1	True	7664.5	0.004952042393579319	0.0052357443841169185	0.9910566570233861
VWA7	True	11050.5	0.0004974235518149326	0.0005140380006732476	0.9957676062020487
VARS	True	3722.0	0.061826697485766954	0.08034483237926009	1.0200287980079412
LSM2	True	5377.5	0.027034201340737488	0.030663624166760592	1.002230386898431
HSPA1L	True	13055.5	0.0005065983630896847	0.0005177483075060399	0.9832275319724861
HSPA1A	True	6319.0	0.0057305375286356396	0.006705440732624451	1.022577713215033
HSPA1B	True	7546.5	0.022518334434517326	0.03494923508659035	1.0272620101149632
SNHG32	True	8309.0	0.028832092398780443	0.03234966740176017	0.987838608866226
NEU1	True	7330.5	0.014275138455961092	0.01571464391605741	0.9942294137941351
SLC44A4	True	648.5	0.07158658895518862	0.10702628283089077	1.1443380628888389
EHMT2	True	8150.5	0.033063788123355586	0.03760217704794705	0.9934042826589603
C2	True	10338.0	0.04333585723299346	0.0494568144670756	0.9842726391690935
ZBTB12	True	6710.5	0.005881425978924467	0.006238872786990335	0.9963877881124236
CFB	True	3817.5	0.08133668569365479	0.11730357463475995	1.0695532541871517
NELFE	True	8554.5	0.01041626242737486	0.011045469693944248	0.9886030925291784
SKIV2L	True	9589.0	0.007516402144872502	0.007892610759373095	0.9839636124460778
DXO	True	8652.5	0.005209928980761537	0.005453319245569981	0.9895100812475693
STK19	True	8885.5	0.008904650277891396	0.009385766036380803	0.9885127546217293
CYP21A2	True	8057.0	0.0007713040667598943	0.0008049288229708398	0.9965996813416936
TNXB	True	885.5	0.02153960524258635	0.026327861415798865	1.0938259379604711
ATF6B	True	15049.5	0.06384515596621239	0.07566221421335492	0.9570711128334656
FKBPL	True	10349.0	0.0028353886357068035	0.0029498457016363428	0.9849759998170249
PRRT1	True	7973.5	0.0024387640239779975	0.0025486177663607184	0.9921901528445819
PPT2	True	9565.5	0.013213835962557346	0.014047221644203071	0.9862943153765527
EGFL8	True	7974.0	0.0070415436694360135	0.007427640804710156	0.9933651164610132
AGPAT1	True	11262.0	0.03564153813975246	0.03955375233368836	0.9795319388534678
RNF5	True	9584.5	0.04317343827664313	0.04948995874684261	0.9849885035754047
AGER	True	9709.5	0.005893700388602851	0.006154791119070142	0.9873560573445094
PBX2	True	15732.0	0.04697875324481459	0.05147804747692749	0.9460865622938436
GPSM3	True	10487.0	0.021920359910488556	0.023547835533778885	0.9785770745735985
BTNL2	True	10813.0	0.00018882753474928774	0.00019846265053692205	1.0108154606746305
TAP2	True	15518.0	0.08408999696363341	0.1038497499354495	0.9421006395265052
PSMB8	True	15619.0	0.13990942477528842	0.19889598359334942	0.9452953245155669
PSMB9	True	14805.0	0.10692399449957665	0.1504709571679556	0.951605064131516
TAP1	True	16230.0	0.21585057753577216	0.3710692923908113	0.9323751353003578
BRD2	True	16268.0	0.10168530124562941	0.12779619789186347	0.9185132818960032
COL11A2	True	6756.0	0.0007841983961190053	0.0008210266795045289	0.9942621338980918
RXRB	True	10209.5	0.017776940748448867	0.019089576478080465	0.9853516774499731
SLC39A7	True	7919.5	0.02336613658987887	0.026361392703313204	0.9938605398776471
HSD17B8	True	6615.0	0.008004402917540392	0.008561493033049608	0.9966404998339814
RING1	True	11806.0	0.023272280750216878	0.025082908045326213	0.9774148242448488
VPS52	True	9331.5	0.019142871772961607	0.0207348750593881	0.9873248149217189
B3GALT4	True	10058.5	0.0052415448844785875	0.0054694786782893915	0.985339523601176
WDR46	True	7596.0	0.03521565331909336	0.039871944059081406	0.9897345765888844
PFDN6	True	4538.0	0.03740855719769524	0.044182431562564066	1.0111256795217285
RGL2	True	10768.5	0.026616127508055545	0.02904029099570714	0.9792789640246612
TAPBP	True	16474.5	0.26071428881388414	0.3724365287075098	0.7539679597838223
ZBTB22	True	9220.5	0.008925727547036097	0.009368032467449418	0.9879423612533913
DAXX	True	10175.0	0.030935727843357703	0.03422516264250622	0.9848530271657918
KIFC1	True	1193.0	0.03069904250925633	0.03830084502247775	1.0829043260429114
PHF1	True	11587.0	0.014885015437859809	0.015842788918139884	0.9744376776662138
CUTA	True	10499.0	0.062110124763795106	0.07668838204280949	0.9774322850655451
SYNGAP1	True	9813.5	0.011445949017061554	0.012072234646899027	0.9859152573945804
ZBTB9	True	8628.0	0.005724586299700666	0.0060131825194245925	0.9900527469074313
BAK1	True	4674.0	0.03051269465322995	0.03462633280521759	1.0062592087883677
ITPR3	True	3007.5	0.03195276807155758	0.03881072467019059	1.02557255359089
UQCC2	True	6035.0	0.033077798308140005	0.03840355054225287	1.0014847624573595
IP6K3	True	12061.0	0.00032161433036090114	0.0003321735542760879	0.9849343561533894
LEMD2	True	13625.5	0.0465975026411678	0.05308422819926412	0.9691956599573702
HMGA1	True	2585.0	0.02367225292822161	0.027428009555246585	1.0248159601250124
SMIM29	True	10422.0	0.014879808112541706	0.015846911399726913	0.9833193334800024
NUDT3	True	14103.5	0.04916992134831043	0.055423931516462965	0.9574934982577117
PACSIN1	True	10439.5	0.0003994762422601478	0.00041617852790723	0.9936982979403545
SPDEF	True	3436.5	0.003646119594160902	0.004209847166839614	1.018666093467232
ILRUN	True	12940.5	0.02494160046647716	0.027020634415633845	0.9726779371704257
SNRPC	True	6044.5	0.05961296430589267	0.07382889364237018	1.0037943494341
UHRF1BP1	True	9096.5	0.0071601962963270625	0.00749402292013088	0.9878660792481567
TAF11	True	12955.0	0.03033155412252167	0.03297212571326878	0.9729866684463276
ANKS1A	True	8927.5	0.029645922955638174	0.03301250424225403	0.98865688883997
TCP11	True	12316.5	0.00035310625014180663	0.0003678596840640446	0.9959864022923244
SCUBE3	True	4558.0	0.0011037049995654363	0.0012155603353138367	1.013755043611023
ZNF76	True	9945.0	0.013024388508127333	0.013765293545843034	0.9844288094550596
DEF6	True	11955.0	0.027619777471151727	0.02973484417604345	0.9741200497717467
PPARD	True	7043.5	0.014971308257416936	0.016213900161340368	0.9985939568622845
FANCE	True	7685.5	0.005369992242325115	0.005659050939550435	0.9946298675766944
TEAD3	True	9588.5	0.0058796902038184325	0.006219055769402784	0.987728520458745
TULP1	True	11011.5	0.00012361198433686138	0.00012855607779889013	0.9858810780975
FKBP5	True	11642.5	0.019807921606444984	0.021688939990318238	0.9706311155534166
ARMC12	True	8139.5	0.0005188727727680691	0.0005414166551914518	0.9927077006982282
CLPSL2	True	11169.0	0.0001817604503890058	0.00018891850524696733	1.0038326980344947
CLPSL1	True	12365.0	0.00019676250666258676	0.0002014352057268096	0.9851133143350255
SRPK1	True	3667.0	0.06007443251622547	0.07905190649070656	1.0265428389436517
SLC26A8	True	11826.5	0.0003057443865343031	0.00031507372511552906	0.993435137619738
MAPK14	True	10739.0	0.028980005234601786	0.031999788430867065	0.9831878478426112
MAPK13	True	3113.5	0.06684544323699244	0.08799123020107079	1.0279360975699035
BRPF3	True	8477.0	0.014030146198137984	0.015037435048040374	0.9894210095553825
PNPLA1	True	12954.5	0.0004304722262964721	0.000440453657331952	0.9843000035421264
BNIP5	True	1395.5	0.010064396016594507	0.011916100388981415	1.0745604025266078
ETV7	True	11122.0	0.0018349622549503996	0.0019074735738903107	0.986801369939936
PXT1	True	13287.0	0.00031268748695843974	0.0003205247251471554	0.9850309976676958
KCTD20	True	12696.5	0.03397581395764039	0.03716114836389934	0.969468186704139
STK38	True	9170.0	0.033534183177090844	0.03846551788192337	0.9904470299037795
SRSF3	True	8437.0	0.0660425232665155	0.08221612995645997	0.9952809990179246
CDKN1A	True	2474.0	0.034584327116241514	0.041158081847452795	1.027055643917087
RAB44	True	5309.0	0.00048254547947749695	0.0005076054152462908	1.0123681251012118
CPNE5	True	5426.0	0.007977498403396862	0.008623295074394119	1.0060221003127532
PPIL1	True	3851.5	0.025989140742968778	0.029645707710919157	1.008755556080746
C6orf89	True	9746.5	0.01748037117318932	0.018675511675402972	0.9847914758975815
PI16	True	2585.5	0.0008795420430147389	0.0010565615442383238	1.0562207304535323
MTCH1	True	16232.5	0.08498900448462296	0.10090674389005386	0.9217479048839603
FGD2	True	7731.0	0.014392799211362979	0.015596089733477864	0.9959784465510527
PIM1	True	8162.0	0.02434536171755443	0.02664893313278963	0.9872509140557952
TMEM217	True	10163.5	0.0008375114886614831	0.0008655744436708786	0.9890501321402932
TBC1D22B	True	8827.0	0.013084272749285511	0.013847171247653283	0.9870067304650062
RNF8	True	8320.5	0.02311618497460995	0.02550214776065256	0.9890404427840148
CMTR1	True	12477.0	0.034987894828394456	0.03842603874289095	0.973414353345686
CCDC167	True	9719.5	0.021434218896862846	0.023174023089696096	0.9873574176834999
MDGA1	True	8133.5	0.003121419576394004	0.0032721119352834404	0.9923308968624641
ZFAND3	True	14767.5	0.04837865586783114	0.053784436555145136	0.9559250601872614
BTBD9	True	10794.0	0.020080190330220054	0.02150574201103187	0.9816726543352777
GLO1	True	4328.0	0.02710214453774511	0.031068349106189302	1.0103915388923836
DNAH8	True	11548.0	0.0005105658490463341	0.0005269190843330937	0.9840795602805239
SAYSD1	True	8358.5	0.00978059678675792	0.010488601887764746	0.9924676582479174
KCNK5	True	4582.5	0.01085838914366899	0.01198826034859162	1.0091753212692238
KCNK17	True	4552.0	0.0005110617847909154	0.0005430364913686206	1.0072497789158188
KIF6	True	12715.5	0.0001958946191095697	0.0002020554662666705	1.003719227535072
DAAM2	True	5220.0	0.00579302543245287	0.006187459603510986	1.0040081789304818
MOCS1	True	6114.0	0.001888151363556732	0.001985509418178576	0.9958685774706678
UNC5CL	True	5550.0	0.004377872785290447	0.004723220373036887	1.0045046759332432
OARD1	True	8042.0	0.030598491537042496	0.03405497893259825	0.9889019650310313
APOBEC2	True	11558.0	0.00022143530995550093	0.00022733753348018235	1.0014691356045284
NFYA	True	6603.5	0.010787594316130024	0.011494228918232853	0.9930015776340546
TREML1	True	6857.0	0.0007070803878366303	0.0007450155377367682	1.002541093059745
TREM2	True	3667.0	0.0038794573619863517	0.004238591217366612	1.0163433413530665
TREML2	True	8432.0	0.0006790600182677932	0.000708107160355877	0.9959173502852419
TREML4	True	10604.0	0.0002037056070867234	0.00021085520555145043	1.0009402440769666
TREM1	True	2420.5	0.007300670095979685	0.008214694000425059	1.0343978655472401
NCR2	True	9384.5	0.00022081539027477443	0.0002294455348159236	1.0052449023877998
FOXP4	True	4970.0	0.04263720775281472	0.051995194718564036	1.0123468110061533
MDFI	True	6064.0	0.007500408217109758	0.007991914114445364	0.9959956739031982
TFEB	True	10313.0	0.013390265103692105	0.014172091134254938	0.9819496268141957
PGC	True	12784.0	0.0002772280812208847	0.0002838463935561065	0.9792509499886445
FRS3	True	8651.0	0.005379662989344449	0.005636629871068139	0.9922489834102389
TOMM6	True	5920.5	0.031094427281623684	0.03562526398716673	1.003328519580627
USP49	True	9204.5	0.002783067414653488	0.002894346887970987	0.9880869258688294
MED20	True	8621.5	0.012451582723136059	0.013275519616579405	0.9875576223159876
BYSL	True	5223.0	0.013198090002666894	0.014430375983715465	1.001230987681786
CCND3	True	12018.0	0.03752373827437422	0.04161365616414243	0.971131298272021
TAF8	True	10274.0	0.020346507825060155	0.021865935655659453	0.9826468512116414
C6orf132	True	2067.0	0.029588766361075193	0.036482109228364736	1.0450573075061813
GUCA1B	True	9744.5	0.0010870911521219664	0.0011238486087485797	0.9853510527329977
TRERF1	True	9467.0	0.007565003847841458	0.007919154246601614	0.9854707463900912
UBR2	True	11708.0	0.037029786272771356	0.04085896848489832	0.9752270277100895
PRPH2	True	8442.5	0.0005416858170188038	0.0005632136360854604	0.9946043415188305
TBCC	True	9079.0	0.02028959919836946	0.02184903068850575	0.987814077884351
BICRAL	True	11067.0	0.019460146665557423	0.02095906468488414	0.9842252314798288
C6orf226	True	8848.0	0.00466700332438128	0.004884512006712943	0.9895973279180872
PTCRA	True	8173.0	0.0004956877767088985	0.0005157754998126252	0.9904463176885023
CNPY3	True	15676.0	0.059002715372185516	0.06663929073511705	0.9431870156460417
GNMT	True	8974.5	0.0010829996822291717	0.0011182782097927148	0.9846845115669142
PEX6	True	8149.5	0.009923302297261157	0.010573446686161173	0.9915662764303415
PPP2R5D	True	8547.5	0.03564525765783682	0.040680997236227805	0.9909432985363036
MEA1	True	10601.5	0.03288004392998826	0.036588202662920226	0.9828378722493112
KLHDC3	True	7896.0	0.015439347616365433	0.017368463486649017	0.9922255476040437
RRP36	True	10924.5	0.03829566226081484	0.04305062376617725	0.9816557538517462
CUL7	True	9985.0	0.005250595711817194	0.005496288233203925	0.9854518330125029
KLC4	True	5372.0	0.008965526390538736	0.009559371557045929	0.9980107872943097
PTK7	True	4471.5	0.02198966693079378	0.025521220431417205	1.0117682866108562
SRF	True	9623.5	0.026264137113339046	0.028665999200873322	0.9823192879740539
CUL9	True	9766.5	0.007707833342280841	0.008098485339737983	0.9852350592946894
DNPH1	True	4346.5	0.041334756503608364	0.04934331753762604	1.0107238967273235
TTBK1	True	6928.5	0.0006930702030522117	0.0007240818663012782	0.9987298172696785
CRIP3	True	5675.0	0.0014746649365121657	0.0015580394089493013	1.0024720588654414
ZNF318	True	8145.0	0.015541138427940722	0.016737331243005384	0.991448107533724
DLK2	True	10645.5	0.00027388051494496167	0.0002824844149621956	0.9933510743940203
TJAP1	True	10796.0	0.006482128149548432	0.006754038327913413	0.9874548547836713
LRRC73	True	8984.5	0.0009731499148044382	0.0010118778790708517	0.9896504770806872
POLR1C	True	5995.0	0.009959753574487876	0.010674636731436852	0.9969177666276359
YIPF3	True	12604.5	0.04561492994721632	0.051475633573257115	0.9713617218233982
XPO5	True	5280.5	0.031753277918299794	0.03672029363105601	1.0051453484846198
POLH	True	6901.5	0.01341283018007055	0.014380523262545889	0.9955639554355811
GTPBP2	True	8247.0	0.022237014883403648	0.0244632365802997	0.9926438083038962
MAD2L1BP	True	7339.5	0.0140613901500466	0.015170460024959554	0.9943572080278799
RSPH9	True	13355.5	0.00033550053120917444	0.0003458026641129132	0.991763863981703
VEGFA	True	939.0	0.07574215854297053	0.11814677320850923	1.0976814420429386
C6orf223	True	2374.5	0.008164342195167826	0.009328351418431975	1.0312531771904097
TMEM63B	True	6334.5	0.01937087823153281	0.02117875908154425	0.9994928925799885
CAPN11	True	8752.5	0.0004035677121529426	0.0004190268731615588	0.9978523156587261
MYMX	True	8503.5	0.0002854110210064743	0.00029723205627751116	1.0013651688232441
SLC29A1	True	7180.5	0.015549569335598602	0.016974126435387815	0.997301668991955
HSP90AB1	True	14062.5	0.20561049628165975	0.39360676195383354	0.9810507452523869
SLC35B2	True	5693.0	0.030497568613020224	0.03507607755352007	1.002321849247443
NFKBIE	True	9807.0	0.005997474943156465	0.006293534998757023	0.9856938814924678
TCTE1	True	11777.0	0.00013303476348390397	0.00013772847188524813	1.0009876336642825
AARS2	True	7052.5	0.01943683768556211	0.021232736027364762	0.9963052919964535
SPATS1	True	11010.5	0.0003826144269443874	0.0003948664757163111	0.9921131237455799
CDC5L	True	10287.5	0.04233791053095997	0.048192499051497764	0.9845478404814009
SUPT3H	True	10231.0	0.007848555109805753	0.008209741532625629	0.9852877524250044
RUNX2	True	7288.5	0.014521122585273362	0.01552108862889746	0.9914121973760228
CLIC5	True	1495.0	0.025883506429372986	0.031379771495131395	1.0559179566328267
ENPP4	True	6390.0	0.011813065451987778	0.012639849302069548	0.9972839707736367
ENPP5	True	7166.0	0.001394323345890013	0.001450403870239899	1.0032731120182297
RCAN2	True	4999.5	0.005901759344452295	0.006285747096722947	1.0039333551690357
CYP39A1	True	7137.5	0.0042347953229787735	0.004496818116900542	0.9950377911724387
SLC25A27	True	7236.0	0.00970385073028398	0.010365989306990819	0.995213345161873
TDRD6	True	10947.5	0.0009214486134318493	0.0009498598725823098	0.9832485279753916
PLA2G7	True	1869.5	0.012517418193229213	0.014446639967864796	1.0539862905214061
MEP1A	True	2297.0	0.00784570347927441	0.009131854934292413	1.0356182574710613
ADGRF1	True	3448.5	0.001094778156162975	0.0012282263238858901	1.0325525208684845
TNFRSF21	True	2553.0	0.048913026632617373	0.06381804523804169	1.047382993676846
CD2AP	True	9254.5	0.09064601953912443	0.11958806307419835	0.980345375073458
ADGRF2	True	8279.5	0.0001588234222021258	0.0001674770936173259	1.0314219740958204
PTCHD4	True	10218.5	0.0005440415118055644	0.0005655667735217639	0.9899982689454986
MMUT	True	7876.5	0.01597198260604563	0.01716774052697412	0.9904746357160261
CENPQ	True	8900.5	0.005710700098852392	0.005990280297145748	0.9903913117285436
C6orf141	True	3260.0	0.005769344500649118	0.006271918514319068	1.0221512933990475
RHAG	True	12918.5	0.00027921182419920944	0.00028756480826773386	0.9961869135323221
CRISP2	True	12677.0	0.00028491508526189315	0.0002932648526740943	0.9848372835028332
CRISP3	True	7044.0	0.00033078914163565314	0.0003443179958453122	0.9944270042008397
PGK2	True	10544.0	0.00023916501282427843	0.0002475387512696281	1.0025033325977415
CRISP1	True	10958.0	0.00021895563123259498	0.00022932236873264144	1.0085516008442739
DEFB133	True	12047.5	0.0001678742495407325	0.0001752851256783313	0.9867113753863725
DEFB114	True	8466.0	0.0002753683221787052	0.00028843482745853253	1.0111665274141663
DEFB110	True	10533.5	0.00032049847493559346	0.0003290746719933014	0.9921183207552119
DEFB112	True	11728.5	0.0003043805632367048	0.0003196619634243938	1.0182277754666191
TFAP2D	True	11508.0	0.0002037056070867234	0.00020961536603627726	1.0027011241955486
TFAP2B	True	11230.5	0.00021002878783013358	0.00021717577096115031	1.0013734152989497
PKHD1	True	12047.0	0.0003362444348260462	0.0003467940360114799	0.9960239056418606
IL17A	True	1337.5	0.0006204156164710676	0.0009289987849889133	1.168367745477537
IL17F	True	8311.5	0.0002873947639847991	0.0003966660490948035	1.1235255137565419
MCM3	True	2314.0	0.03402999493773589	0.04110970016458185	1.0367100883874893
PAQR8	True	7183.0	0.00493406472283825	0.005253899786287615	0.9981513679392507
EFHC1	True	9865.5	0.008409458436927078	0.008836907996791115	0.9868395982287161
TRAM2	True	10704.5	0.028982856865133126	0.03192560472312349	0.981453058191472
GSTA2	True	12991.0	0.00027883987239077357	0.0002862011923694069	0.9968097466935137
GSTA5	True	8111.5	0.0003130594387668756	0.0003263517381207398	1.0042497797269505
GSTA4	True	8896.5	0.003873010197306796	0.004030348160258746	0.9863187485223841
ICK	True	8290.0	0.005317918989144091	0.005653160328448072	0.9910405392891446
FBXO9	True	11923.0	0.02979445571114024	0.03282414663613086	0.9767771020907573
GCM1	True	11517.5	0.00015076446635268147	0.00015371736995433859	0.9569589592966462
ELOVL5	True	12697.5	0.030109002957140862	0.03272806216404939	0.9718080816595871
GCLC	True	6879.5	0.044111252769646156	0.052658465161391124	0.9952750903488069
KLHL31	True	8403.5	0.0004086510535348998	0.00042435405429102865	0.9979669861785069
LRRC1	True	4130.0	0.014722100545764888	0.016094340422363084	1.0093781698659068
MLIP	True	11748.0	0.00023718126984595368	0.00024481204928495786	0.9971546727127771
TINAG	True	5410.5	0.006477788711783347	0.007203288423020281	1.0005405019956974
FAM83B	True	3524.0	0.011092842766919747	0.012131026656257432	1.0148308705051672
HCRTR2	True	8387.5	0.00029148623387759387	0.00030404766883690085	1.0035137136411083
GFRAL	True	11671.0	0.00014233355869480127	0.0001462808039459899	1.0035218507316566
HMGCLL1	True	7073.5	0.0007729158579297832	0.0008062901574771827	0.9992843613345599
BMP5	True	1347.0	0.002909407045585546	0.003461102248854176	1.0625878489260001
COL21A1	True	7273.0	0.0011446196984933844	0.001202821982719552	0.9975026678467139
DST	True	12909.0	0.03848176214896893	0.042987361833460976	0.970388255134541
BEND6	True	8972.0	0.0019337774520582014	0.002012115572022308	0.9887182689160546
KIAA1586	True	10737.0	0.006375997900208058	0.006647784894289287	0.9825157236611569
ZNF451	True	9311.0	0.004380228480077207	0.00458123811713351	0.9877623376031416
BAG2	True	6339.5	0.01823803700697323	0.020247966013057277	0.9959066394968359
RAB23	True	9169.5	0.021325856936671855	0.022966396130908177	0.9858195930736943
PRIM2	True	7697.0	0.01108639560224019	0.011827161000356936	0.9928175872675318
KHDRBS2	True	9416.5	0.0006804238415653915	0.00071070896924175	1.0022161269774468
LGSN	True	11321.0	0.00023308979995315888	0.0002451859252396719	1.0118774209727797
AL135905.2	True	10023.0	0.0012459145743240923	0.0012961877172127686	0.9884055860727484
PHF3	True	10789.0	0.01566351057291613	0.017092446202343126	0.9826328056742237
EYS	True	4372.5	0.0004227852222554637	0.0004436837990656704	1.0169605358788156
ADGRB3	True	6390.5	0.0007126596649631688	0.0007481072154005168	0.9964118541310985
LMBRD1	True	13375.5	0.03905258419098188	0.04279159512531558	0.9639664495968434
COL19A1	True	6602.0	0.001214174686670896	0.0012684933950393316	0.9942293179927801
COL9A1	True	5890.5	0.0008182939785589619	0.0008763928679151245	1.007913676311796
FAM135A	True	6893.5	0.010612776966165156	0.011384896711108738	0.9969987451853964
SDHAF4	True	7952.5	0.012621192747782827	0.013616686310913804	0.9938297576667523
SMAP1	True	6701.0	0.023563890968030618	0.025838942508416028	0.9949007860000622
OGFRL1	True	12086.5	0.020328530154319086	0.0217879370889768	0.9788613864475593
RIMS1	True	10578.0	0.0003346326436561573	0.00034890284450115954	0.9987518937629207
KCNQ5	True	9484.0	0.0006325660422133066	0.0006572107390004697	0.990474573802093
KHDC1	True	9715.0	0.0005918993111576491	0.0006118824077545184	0.9860203116710966
OOEP	True	10200.5	0.0002994212057908929	0.0003070185948387979	0.9940969580256683
DDX43	True	10305.0	0.0011501989756199228	0.001195494126149105	0.9901706574527548
CGAS	True	7107.0	0.015425337431581015	0.01675356355526303	0.9923895993895712
MTO1	True	11121.5	0.02270827782469192	0.024378203791803492	0.979226909074773
SLC17A5	True	7786.5	0.0091734474514544	0.009746163415375292	0.9942691035265779
CD109	True	5814.5	0.010215408450819478	0.011120036532058732	1.0019351534410048
COL12A1	True	638.0	0.06582914691240944	0.11130077518188485	1.1701868842142478
COX7A2	True	5995.5	0.031155551362143315	0.03499447217116494	0.999196777024456
TMEM30A	True	10176.5	0.002933335945261588	0.003038549115606487	0.9822878264607553
FILIP1	True	6127.5	0.0038981789363442916	0.004121032805665372	0.9979908586771813
SENP6	True	16005.5	0.07239942764055718	0.08419364971864543	0.9388074370388381
MYO6	True	5574.5	0.0602502417376795	0.07537843305698441	1.00772723866999
IMPG1	True	12653.5	0.00033909606535738806	0.00034964374107455	0.9899311835515837
MEI4	True	12324.0	0.0003506265714189007	0.00036067035990756095	0.9895356335328568
IRAK1BP1	True	8168.0	0.002478686851416783	0.0025821450826063507	0.989924987706669
PHIP	True	12112.0	0.03297278391422494	0.03601896036415517	0.9751232285036948
HMGN3	True	10915.5	0.01683701852853137	0.018104078685649283	0.981153789379635
LCA5	True	9682.5	0.002843571575492393	0.0029475675199138163	0.9835661762586342
SH3BGRL2	True	2056.0	0.04285665931979189	0.05317709353963554	1.04061328516816
ELOVL4	True	8641.5	0.0008667716975917732	0.0009012319540195765	0.9893037806958357
TTK	True	2879.0	0.010759078010816606	0.011819929270673997	1.0188520805526238
BCKDHB	True	6646.0	0.02122431409296886	0.023755907161769427	1.0003018086616238
TENT5A	True	5885.0	0.012156996890854834	0.013339553606179982	1.004987493161774
IBTK	True	7819.0	0.01300417912653565	0.01435164373808318	0.9940468932735135
TPBG	True	8629.5	0.006223001723004761	0.006554740786444952	0.990886790480303
UBE3D	True	8030.0	0.002891057423036042	0.0030250331437630673	0.9926692590269741
DOP1A	True	8769.0	0.006241103377681974	0.006551043614848101	0.9916857723415261
PGM3	True	8928.5	0.012161460312556063	0.013076847053323227	0.9879813425665692
RWDD2A	True	9097.5	0.005290394555319835	0.005537155369785173	0.990554382621377
ME1	True	3221.5	0.02040800385738822	0.023414468648062403	1.0238884931386016
PRSS35	True	10947.0	0.0003438074549309093	0.0003533600421951453	0.9829847014677674
SNAP91	True	11386.0	0.0003093399206825167	0.0003218906308920766	0.9988251965713484
RIPPLY2	True	4331.5	0.0006440965482748194	0.0006841005359121638	1.0092339342425107
CYB5R4	True	12490.5	0.03577866437312916	0.039094144973011696	0.9703482981540213
MRAP2	True	5369.0	0.0037363798996746787	0.0039981601346147574	1.0052772920513364
CEP162	True	10611.5	0.008547452557856794	0.008929415765385336	0.9820571420950097
TBX18	True	9108.0	0.0014553234424734994	0.001525116348205487	0.9908712592477869
NT5E	True	5102.5	0.021237580374136405	0.024281655724459686	1.0054211916449054
SNX14	True	12291.0	0.04106645526578994	0.04583758653100888	0.9745552937084269
