,0
12567,SMG6
12568,SRR
12569,TSR1
12570,SGSM2
12571,METTL16
12572,PAFAH1B1
12573,CLUH
12574,RAP1GAP2
12575,OR1D2
12576,OR1G1
12577,OR1A2
12578,OR1E1
12579,OR3A3
12580,SPATA22
12581,ASPA
12582,TRPV3
12583,TRPV1
12584,SHPK
12585,CTNS
12586,TAX1BP3
12587,EMC6
12588,P2RX5
12589,HASPIN
12590,NCBP3
12591,CAMKK1
12592,P2RX1
12593,ATP2A3
12594,ZZEF1
12595,CYB5D2
12596,ANKFY1
12597,UBE2G1
12598,SPNS3
12599,SPNS2
12600,MYBBP1A
12601,GGT6
12602,SMTNL2
12603,ALOX15
12604,PELP1
12605,ARRB2
12606,MED11
12607,CXCL16
12608,ZMYND15
12609,TM4SF5
12610,VMO1
12611,PSMB6
12612,AC233723.1
12613,PLD2
12614,MINK1
12615,CHRNE
12616,C17orf107
12617,SLC25A11
12618,RNF167
12619,PFN1
12620,ENO3
12621,SPAG7
12622,CAMTA2
12623,INCA1
12624,KIF1C
12625,SLC52A1
12626,ZFP3
12627,ZNF232
12628,ZNF594
12629,SCIMP
12630,RABEP1
12631,NUP88
12632,RPAIN
12633,C1QBP
12634,DHX33
12635,DERL2
12636,MIS12
12637,NLRP1
12638,WSCD1
12639,PIMREG
12640,PITPNM3
12641,KIAA0753
12642,TXNDC17
12643,MED31
12644,C17orf100
12645,XAF1
12646,FBXO39
12647,ALOX12
12648,RNASEK
12649,C17orf49
12650,BCL6B
12651,SLC16A13
12652,SLC16A11
12653,CLEC10A
12654,ASGR2
12655,ASGR1
12656,DLG4
12657,ACADVL
12658,DVL2
12659,PHF23
12660,GABARAP
12661,CTDNEP1
12662,ELP5
12663,CLDN7
12664,SLC2A4
12665,YBX2
12666,GPS2
12667,NEURL4
12668,ACAP1
12669,KCTD11
12670,TMEM95
12671,TNK1
12672,PLSCR3
12673,TMEM256
12674,SPEM2
12675,TMEM102
12676,FGF11
12677,CHRNB1
12678,ZBTB4
12679,POLR2A
12680,TNFSF12
12681,TNFSF13
12682,SENP3
12683,EIF4A1
12684,CD68
12685,MPDU1
12686,SOX15
12687,FXR2
12688,SHBG
12689,SAT2
12690,ATP1B2
12691,TP53
12692,WRAP53
12693,EFNB3
12694,KDM6B
12695,TMEM88
12696,NAA38
12697,CYB5D1
12698,CHD3
12699,RNF227
12700,KCNAB3
12701,TRAPPC1
12702,CNTROB
12703,ALOX15B
12704,ALOX12B
12705,HES7
12706,PER1
12707,VAMP2
12708,TMEM107
12709,BORCS6
12710,AURKB
12711,CTC1
12712,PFAS
12713,SLC25A35
12714,RANGRF
12715,ARHGEF15
12716,ODF4
12717,KRBA2
12718,NDEL1
12719,MYH10
12720,SPDYE4
12721,MFSD6L
12722,PIK3R6
12723,PIK3R5
12724,NTN1
12725,STX8
12726,CFAP52
12727,USP43
12728,GLP2R
12729,RCVRN
12730,GAS7
12731,MYH3
12732,SCO1
12733,ADPRM
12734,TMEM220
12735,TMEM238L
12736,PIRT
12737,DNAH9
12738,ZNF18
12739,MAP2K4
12740,MYOCD
12741,ARHGAP44
12742,ELAC2
12743,COX10
12744,HS3ST3B1
12745,PMP22
12746,TEKT3
12747,CDRT4
12748,TVP23C
12749,CDRT1
12750,TRIM16
12751,ZNF286A
12752,ADORA2B
12753,ZSWIM7
12754,TTC19
12755,NCOR1
12756,PIGL
12757,CENPV
12758,UBB
12759,TRPV2
12760,LRRC75A
12761,ZNF287
12762,ZNF624
12763,TNFRSF13B
12764,MPRIP
12765,PLD6
12766,FLCN
12767,COPS3
12768,NT5M
12769,MED9
12770,RASD1
12771,PEMT
12772,RAI1
12773,SREBF1
12774,TOM1L2
12775,DRC3
12776,ATPAF2
12777,GID4
12778,DRG2
12779,MYO15A
12780,ALKBH5
12781,LLGL1
12782,FLII
12783,MIEF2
12784,TOP3A
12785,SMCR8
12786,SHMT1
12787,LGALS9C
12788,TRIM16L
12789,FBXW10
12790,PRPSAP2
12791,SLC5A10
12792,FAM83G
12793,EPN2
12794,B9D1
12795,MAPK7
12796,MFAP4
12797,RNF112
12798,SLC47A1
12799,ALDH3A2
12800,ALDH3A1
12801,ULK2
12802,AKAP10
12803,SPECC1
12804,CDRT15L2
12805,USP22
12806,DHRS7B
12807,TMEM11
12808,NATD1
12809,MAP2K3
12810,LINC02693
12811,WSB1
12812,KSR1
12813,LGALS9
12814,NOS2
12815,LYRM9
12816,NLK
12817,TMEM97
12818,IFT20
12819,TNFAIP1
12820,POLDIP2
12821,TMEM199
12822,SEBOX
12823,SARM1
12824,VTN
12825,SLC46A1
12826,UNC119
12827,PIGS
12828,ALDOC
12829,SPAG5
12830,KIAA0100
12831,SDF2
12832,SUPT6H
12833,PROCA1
12834,RAB34
12835,TLCD1
12836,NEK8
12837,TRAF4
12838,FAM222B
12839,ERAL1
12840,FLOT2
12841,DHRS13
12842,PHF12
12843,PIPOX
12844,SEZ6
12845,MYO18A
12846,TIAF1
12847,NUFIP2
12848,TAOK1
12849,ABHD15
12850,TP53I13
12851,GIT1
12852,ANKRD13B
12853,CORO6
12854,SSH2
12855,SLC6A4
12856,BLMH
12857,TMIGD1
12858,CPD
12859,GOSR1
12860,CRLF3
12861,ATAD5
12862,TEFM
12863,ADAP2
12864,RNF135
12865,NF1
12866,OMG
12867,EVI2B
12868,EVI2A
12869,RAB11FIP4
12870,COPRS
12871,UTP6
12872,SUZ12
12873,LRRC37B
12874,RHOT1
12875,RHBDL3
12876,C17orf75
12877,ZNF207
12878,PSMD11
12879,CDK5R1
12880,MYO1D
12881,TMEM98
12882,SPACA3
12883,ASIC2
12884,CCL2
12885,CCL7
12886,CCL11
12887,CCL8
12888,CCL13
12889,CCL1
12890,TMEM132E
12891,CCT6B
12892,ZNF830
12893,LIG3
12894,RFFL
12895,RAD51D
12896,FNDC8
12897,NLE1
12898,UNC45B
12899,SLFN5
12900,SLFN11
12901,SLFN12
12902,SLFN13
12903,SLFN12L
12904,SLFN14
12905,PEX12
12906,AP2B1
12907,TAF15
12908,RASL10B
12909,GAS2L2
12910,MMP28
12911,C17orf50
12912,HEATR9
12913,CCL5
12914,RDM1
12915,LYZL6
12916,CCL16
12917,CCL14
12918,CCL15
12919,CCL23
12920,CCL18
12921,CCL3
12922,CCL4
12923,TBC1D3B
12924,MYO19
12925,PIGW
12926,GGNBP2
12927,DHRS11
12928,MRM1
12929,LHX1
12930,AATF
12931,ACACA
12932,C17orf78
12933,TADA2A
12934,DUSP14
12935,SYNRG
12936,DDX52
12937,HNF1B
12938,TBC1D3E
12939,GPR179
12940,SOCS7
12941,ARHGAP23
12942,SRCIN1
12943,EPOP
12944,MLLT6
12945,CISD3
12946,PCGF2
12947,PSMB3
12948,PIP4K2B
12949,CWC25
12950,LASP1
12951,LINC00672
12952,FBXO47
12953,PLXDC1
12954,ARL5C
12955,CACNB1
12956,FBXL20
12957,MED1
12958,CDK12
12959,PPP1R1B
12960,STARD3
12961,TCAP
12962,PNMT
12963,PGAP3
12964,ERBB2
12965,MIEN1
12966,GRB7
12967,IKZF3
12968,ZPBP2
12969,GSDMB
12970,ORMDL3
12971,LRRC3C
12972,GSDMA
12973,PSMD3
12974,CSF3
12975,MED24
12976,THRA
12977,NR1D1
12978,MSL1
12979,CASC3
12980,RAPGEFL1
12981,WIPF2
12982,CDC6
12983,RARA
12984,GJD3
12985,TOP2A
12986,IGFBP4
12987,TNS4
12988,CCR7
12989,SMARCE1
12990,KRT222
12991,KRT25
12992,KRT27
12993,KRT10
12994,TMEM99
12995,KRT12
12996,KRT20
12997,KRT23
12998,KRTAP1-3
12999,KRTAP1-1
13000,KRTAP4-3
13001,KRTAP4-2
13002,KRTAP9-3
13003,KRTAP29-1
13004,KRT36
13005,KRT15
13006,KRT19
13007,KRT17
13008,EIF1
13009,HAP1
13010,JUP
13011,P3H4
13012,FKBP10
13013,NT5C3B
13014,KLHL10
13015,KLHL11
13016,ACLY
13017,TTC25
13018,CNP
13019,DNAJC7
13020,NKIRAS2
13021,ZNF385C
13022,C17orf113
13023,DHX58
13024,KAT2A
13025,HSPB9
13026,RAB5C
13027,KCNH4
13028,GHDC
13029,STAT5B
13030,STAT5A
13031,STAT3
13032,CAVIN1
13033,ATP6V0A1
13034,NAGLU
13035,HSD17B1
13036,COASY
13037,MLX
13038,PSMC3IP
13039,RETREG3
13040,TUBG1
13041,TUBG2
13042,PLEKHH3
13043,CCR10
13044,CNTNAP1
13045,EZH1
13046,RAMP2
13047,VPS25
13048,WNK4
13049,COA3
13050,CNTD1
13051,BECN1
13052,PSME3
13053,AOC2
13054,AOC3
13055,G6PC
13056,AARSD1
13057,PTGES3L
13058,RUNDC1
13059,IFI35
13060,VAT1
13061,RND2
13062,BRCA1
13063,NBR1
13064,TMEM106A
13065,CCDC200
13066,DHX8
13067,ETV4
13068,MEOX1
13069,DUSP3
13070,CFAP97D1
13071,MPP3
13072,CD300LG
13073,MPP2
13074,PYY
13075,NAGS
13076,TMEM101
13077,LSM12
13078,G6PC3
13079,HDAC5
13080,C17orf53
13081,ASB16
13082,TMUB2
13083,ATXN7L3
13084,UBTF
13085,SLC4A1
13086,RUNDC3A
13087,SLC25A39
13088,GRN
13089,FAM171A2
13090,ITGA2B
13091,GPATCH8
13092,FZD2
13093,CCDC43
13094,DBF4B
13095,GJC1
13096,HIGD1B
13097,EFTUD2
13098,KIF18B
13099,C1QL1
13100,DCAKD
13101,NMT1
13102,PLCD3
13103,ACBD4
13104,HEXIM1
13105,HEXIM2
13106,FMNL1
13107,SPATA32
13108,MAP3K14
13109,ARHGAP27
13110,PLEKHM1
13111,MAPT
13112,KANSL1
13113,NSF
13114,WNT3
13115,WNT9B
13116,GOSR2
13117,CDC27
13118,MYL4
13119,ITGB3
13120,EFCAB13
13121,NPEPPS
13122,TBKBP1
13123,TBX21
13124,OSBPL7
13125,LRRC46
13126,SCRN2
13127,SP6
13128,SP2
13129,PNPO
13130,PRR15L
13131,CDK5RAP3
13132,COPZ2
13133,NFE2L1
13134,SNX11
13135,SKAP1
13136,HOXB2
13137,HOXB3
13138,HOXB4
13139,HOXB5
13140,HOXB6
13141,HOXB7
13142,HOXB8
13143,HOXB9
13144,PRAC1
13145,HOXB13
13146,TTLL6
13147,CALCOCO2
13148,ATP5MC1
13149,UBE2Z
13150,SNF8
13151,GIP
13152,B4GALNT2
13153,GNGT2
13154,ABI3
13155,PHOSPHO1
13156,ZNF652
13157,PHB
13158,NGFR
13159,NXPH3
13160,SPOP
13161,SLC35B1
13162,FAM117A
13163,KAT7
13164,TAC4
13165,DLX4
13166,ITGA3
13167,PDK2
13168,SAMD14
13169,PPP1R9B
13170,SGCA
13171,COL1A1
13172,TMEM92
13173,XYLT2
13174,EME1
13175,LRRC59
13176,ACSF2
13177,CHAD
13178,RSAD1
13179,MYCBPAP
13180,EPN3
13181,SPATA20
13182,CACNA1G
13183,ABCC3
13184,ANKRD40
13185,LUC7L3
13186,ANKRD40CL
13187,WFIKKN2
13188,TOB1
13189,SPAG9
13190,NME1
13191,NME2
13192,MBTD1
13193,UTP18
13194,CA10
13195,TOM1L1
13196,COX11
13197,STXBP4
13198,HLF
13199,MMD
13200,SMIM36
13201,PCTP
13202,ANKFN1
13203,NOG
13204,C17orf67
13205,DGKE
13206,TRIM25
13207,COIL
13208,SCPEP1
13209,AKAP1
13210,MSI2
13211,CUEDC1
13212,VEZF1
13213,SRSF1
13214,DYNLL2
13215,OR4D1
13216,OR4D2
13217,EPX
13218,MKS1
13219,MPO
13220,TSPOAP1
13221,SUPT4H1
13222,RNF43
13223,HSF5
13224,MTMR4
13225,SEPTIN4
13226,TEX14
13227,RAD51C
13228,PPM1E
13229,TRIM37
13230,SKA2
13231,PRR11
13232,SMG8
13233,GDPD1
13234,YPEL2
13235,DHX40
13236,CLTC
13237,PTRH2
13238,VMP1
13239,TUBD1
13240,RNFT1
13241,HEATR6
13242,CA4
13243,USP32
13244,C17orf64
13245,APPBP2
13246,PPM1D
13247,BCAS3
13248,TBX2
13249,TBX4
13250,BRIP1
13251,INTS2
13252,MED13
13253,METTL2A
13254,TLK2
13255,MRC2
13256,MARCH10
13257,TANC2
13258,CYB561
13259,ACE
13260,DCAF7
13261,TACO1
13262,MAP3K3
13263,STRADA
13264,LIMD2
13265,CCDC47
13266,DDX42
13267,FTSJ3
13268,PSMC5
13269,SMARCD2
13270,GH2
13271,CD79B
13272,SCN4A
13273,PRR29
13274,ICAM2
13275,ERN1
13276,TEX2
13277,PECAM1
13278,MILR1
13279,POLG2
13280,DDX5
13281,CEP95
13282,SMURF2
13283,LRRC37A3
13284,GNA13
13285,AXIN2
13286,CEP112
13287,APOH
13288,PRKCA
13289,CACNG4
13290,HELZ
13291,PSMD12
13292,PITPNC1
13293,NOL11
13294,BPTF
13295,C17orf58
13296,KPNA2
13297,AMZ2
13298,ARSG
13299,SLC16A6
13300,WIPI1
13301,PRKAR1A
13302,FAM20A
13303,ABCA8
13304,ABCA9
13305,ABCA6
13306,ABCA10
13307,ABCA5
13308,MAP2K6
13309,KCNJ16
13310,KCNJ2
13311,SOX9
13312,SLC39A11
13313,SSTR2
13314,COG1
13315,FAM104A
13316,C17orf80
13317,CDC42EP4
13318,SDK2
13319,TTYH2
13320,DNAI2
13321,KIF19
13322,GPR142
13323,GPRC5C
13324,CD300A
13325,CD300LB
13326,CD300C
13327,CD300LD
13328,CD300E
13329,RAB37
13330,CD300LF
13331,SLC9A3R1
13332,NAT9
13333,TMEM104
13334,GRIN2C
13335,FDXR
13336,FADS6
13337,HID1
13338,CDR2L
13339,KCTD2
13340,ATP5PD
13341,SLC16A5
13342,ARMC7
13343,NT5C
13344,JPT1
13345,SUMO2
13346,NUP85
13347,GGA3
13348,MIF4GD
13349,SLC25A19
13350,GRB2
13351,TMEM94
13352,CASKIN2
13353,TSEN54
13354,LLGL2
13355,MYO15B
13356,RECQL5
13357,SMIM5
13358,SMIM6
13359,SAP30BP
13360,ITGB4
13361,GALK1
13362,H3F3B
13363,UNK
13364,UNC13D
13365,WBP2
13366,TRIM47
13367,TRIM65
13368,FBF1
13369,ACOX1
13370,TEN1
13371,CDK3
13372,EVPL
13373,SRP68
13374,ZACN
13375,GALR2
13376,EXOC7
13377,FOXJ1
13378,RNF157
13379,UBALD2
13380,QRICH2
13381,PRPSAP1
13382,SPHK1
13383,UBE2O
13384,AANAT
13385,RHBDF2
13386,CYGB
13387,PRCD
13388,ST6GALNAC2
13389,ST6GALNAC1
13390,MXRA7
13391,JMJD6
13392,METTL23
13393,SRSF2
13394,MFSD11
13395,MGAT5B
13396,SEC14L1
13397,SEPTIN9
13398,TNRC6C
13399,TMC6
13400,TMC8
13401,C17orf99
13402,SYNGR2
13403,TK1
13404,BIRC5
13405,TMEM235
13406,SOCS3
13407,PGS1
13408,DNAH17
13409,CYTH1
13410,USP36
13411,TIMP2
13412,CEP295NL
13413,LGALS3BP
13414,CANT1
13415,C1QTNF1
13416,ENGASE
13417,ENPP7
13418,CBX2
13419,CBX8
13420,CBX4
13421,TBC1D16
13422,CCDC40
13423,GAA
13424,EIF4A3
13425,CARD14
13426,SGSH
13427,SLC26A11
13428,RNF213
13429,ENDOV
13430,NPTX1
13431,RPTOR
13432,CHMP6
13433,BAIAP2
13434,AATK
13435,CEP131
13436,TEPSIN
13437,NDUFAF8
13438,SLC38A10
13439,BAHCC1
13440,ACTG1
13441,FAAP100
13442,NPLOC4
13443,TSPAN10
13444,PDE6G
13445,OXLD1
13446,CCDC137
13447,ARL16
13448,HGS
13449,SLC25A10
13450,GCGR
13451,MCRIP1
13452,PPP1R27
13453,P4HB
13454,ARHGDIA
13455,ALYREF
13456,ANAPC11
13457,NPB
13458,PCYT2
13459,SIRT7
13460,MAFG
13461,PYCR1
13462,NOTUM
13463,ASPSCR1
13464,CENPX
13465,LRRC45
13466,RAC3
13467,DCXR
13468,RFNG
13469,GPS1
13470,DUS1L
13471,FASN
13472,CCDC57
13473,SLC16A3
13474,CSNK1D
13475,CD7
13476,SECTM1
13477,TEX19
13478,OGFOD3
13479,HEXD
13480,CYBC1
13481,NARF
13482,FOXK2
13483,WDR45B
13484,RAB40B
13485,FN3KRP
13486,FN3K
13487,TBCD
13488,ZNF750
13489,B3GNTL1
13490,METRNL
13491,USP14
13492,THOC1
13493,COLEC12
13494,CLUL1
13495,TYMS
13496,ENOSF1
13497,YES1
13498,ADCYAP1
13499,METTL4
13500,NDC80
13501,SMCHD1
13502,EMILIN2
13503,LPIN2
13504,MYOM1
13505,MYL12A
13506,MYL12B
13507,TGIF1
13508,DLGAP1
13509,ZBTB14
13510,EPB41L3
13511,TMEM200C
13512,L3MBTL4
13513,ARHGAP28
13514,LAMA1
13515,PTPRM
13516,RAB12
13517,MTCL1
13518,NDUFV2
13519,ANKRD12
13520,TWSG1
13521,RALBP1
13522,PPP4R1
13523,RAB31
13524,TXNDC2
13525,VAPA
13526,APCDD1
13527,NAPG
13528,PIEZO2
13529,GNAL
13530,CHMP1B
13531,MPPE1
13532,IMPA2
13533,ANKRD62
13534,TUBB6
13535,AFG3L2
13536,PRELID3A
13537,SPIRE1
13538,PSMG2
13539,CEP76
13540,PTPN2
13541,SEH1L
13542,CEP192
13543,LDLRAD4
13544,FAM210A
13545,RNMT
13546,MC5R
13547,MC2R
13548,ZNF519
13549,ROCK1
13550,GREB1L
13551,ESCO1
13552,SNRPD1
13553,ABHD3
13554,MIB1
13555,GATA6
13556,CTAGE1
13557,RBBP8
13558,CABLES1
13559,TMEM241
13560,RIOK3
13561,RMC1
13562,NPC1
13563,ANKRD29
13564,LAMA3
13565,TTC39C
13566,CABYR
13567,OSBPL1A
13568,IMPACT
13569,HRH4
13570,ZNF521
13571,SS18
13572,PSMA8
13573,TAF4B
13574,KCTD1
13575,AQP4
13576,CHST9
13577,CDH2
13578,DSC3
13579,DSC2
13580,DSC1
13581,DSG1
13582,DSG4
13583,DSG3
13584,DSG2
13585,TTR
13586,B4GALT6
13587,SLC25A52
13588,TRAPPC8
13589,RNF125
13590,RNF138
13591,GAREM1
13592,MEP1B
13593,KLHL14
13594,CCDC178
13595,ASXL3
13596,NOL4
13597,DTNA
13598,MAPRE2
13599,ZNF397
13600,ZSCAN30
13601,ZNF24
13602,ZNF396
13603,INO80C
13604,GALNT1
13605,C18orf21
13606,RPRD1A
13607,SLC39A6
13608,ELP2
13609,MOCOS
13610,FHOD3
13611,TPGS2
13612,KIAA1328
13613,PIK3C3
13614,RIT2
13615,SYT4
13616,SETBP1
13617,SLC14A2
13618,SLC14A1
13619,SIGLEC15
13620,EPG5
13621,PSTPIP2
13622,HAUS1
13623,C18orf25
13624,RNF165
13625,LOXHD1
13626,ST8SIA5
13627,PIAS2
13628,KATNAL2
13629,ELOA2
13630,HDHD2
13631,IER3IP1
13632,SMAD2
13633,ZBTB7C
13634,CTIF
13635,SMAD7
13636,DYM
13637,C18orf32
13638,LIPG
13639,ACAA2
13640,MYO5B
13641,CFAP53
13642,MBD1
13643,CXXC1
13644,SKA1
13645,MAPK4
13646,MRO
13647,ME2
13648,ELAC1
13649,SMAD4
13650,MEX3C
13651,DCC
13652,MBD2
13653,POLI
13654,C18orf54
13655,DYNAP
13656,RAB27B
13657,CCDC68
13658,TCF4
13659,TXNL1
13660,WDR7
13661,ONECUT2
13662,FECH
13663,NARS
13664,ATP8B1
13665,NEDD4L
13666,ALPK2
13667,MALT1
13668,ZNF532
13669,SEC11C
13670,GRP
13671,CPLX4
13672,LMAN1
13673,CCBE1
13674,PMAIP1
13675,MC4R
13676,CDH20
13677,RNF152
13678,PIGN
13679,RELCH
13680,TNFRSF11A
13681,ZCCHC2
13682,PHLPP1
13683,BCL2
13684,KDSR
13685,VPS4B
13686,SERPINB5
13687,SERPINB12
13688,SERPINB13
13689,SERPINB4
13690,SERPINB11
13691,SERPINB7
13692,SERPINB2
13693,SERPINB10
13694,HMSD
13695,SERPINB8
13696,CDH19
13697,DSEL
13698,TMX3
13699,CCDC102B
13700,DOK6
13701,CD226
13702,RTTN
13703,SOCS6
13704,CBLN2
13705,NETO1
13706,FBXO15
13707,TIMM21
13708,CYB5A
13709,C18orf63
13710,DIPK1C
13711,CNDP2
13712,CNDP1
13713,ZNF407
13714,ZADH2
13715,TSHZ1
13716,SMIM21
13717,ZNF516
13718,ZNF236
13719,MBP
13720,GALR1
13721,ATP9B
13722,NFATC1
13723,CTDP1
13724,KCNG2
13725,SLC66A2
13726,HSBP1L1
13727,TXNL4A
13728,AC090360.1
13729,RBFA
13730,ADNP2
13731,PARD6G
13732,PLPP2
13733,MIER2
13734,C2CD4C
13735,SHC2
13736,ODF3L2
13737,MADCAM1
13738,TPGS1
13739,CDC34
13740,GZMM
13741,BSG
13742,HCN2
13743,POLRMT
13744,FGF22
13745,RNF126
13746,FSTL3
13747,PRSS57
13748,PALM
13749,MISP
13750,PTBP1
13751,AZU1
13752,ELANE
13753,CFD
13754,MED16
13755,R3HDM4
13756,KISS1R
13757,ARID3A
13758,WDR18
13759,GRIN3B
13760,TMEM259
13761,CNN2
13762,ABCA7
13763,ARHGAP45
13764,POLR2E
13765,GPX4
13766,SBNO2
13767,STK11
13768,CBARP
13769,ATP5F1D
13770,MIDN
13771,CIRBP
13772,FAM174C
13773,EFNA2
13774,PWWP3A
13775,NDUFS7
13776,GAMT
13777,DAZAP1
13778,APC2
13779,C19orf25
13780,PCSK4
13781,REEP6
13782,ADAMTSL5
13783,MEX3D
13784,MBD3
13785,UQCR11
13786,TCF3
13787,ATP8B3
13788,REXO1
13789,KLF16
13790,SCAMP4
13791,CSNK1G2
13792,BTBD2
13793,MKNK2
13794,MOB3A
13795,IZUMO4
13796,AP3D1
13797,DOT1L
13798,PLEKHJ1
13799,SF3A2
13800,AMH
13801,JSRP1
13802,OAZ1
13803,PEAK3
13804,LINGO3
13805,LSM7
13806,SPPL2B
13807,TMPRSS9
13808,TIMM13
13809,LMNB2
13810,GADD45B
13811,GNG7
13812,DIRAS1
13813,SLC39A3
13814,SGTA
13815,THOP1
13816,ZNF554
13817,ZNF555
13818,ZNF556
13819,ZNF57
13820,ZNF77
13821,TLE2
13822,TLE5
13823,GNA11
13824,GNA15
13825,S1PR4
13826,NCLN
13827,CELF5
13828,NFIC
13829,SMIM24
13830,DOHH
13831,FZR1
13832,MFSD12
13833,C19orf71
13834,HMG20B
13835,GIPC3
13836,TBXA2R
13837,CACTIN
13838,PIP5K1C
13839,TJP3
13840,MATK
13841,ZFR2
13842,DAPK3
13843,EEF2
13844,PIAS4
13845,ZBTB7A
13846,MAP2K2
13847,CREB3L3
13848,SIRT6
13849,ANKRD24
13850,EBI3
13851,YJU2
13852,SHD
13853,TMIGD2
13854,FSD1
13855,STAP2
13856,MPND
13857,SH3GL1
13858,CHAF1A
13859,UBXN6
13860,HDGFL2
13861,PLIN4
13862,PLIN5
13863,LRG1
13864,SEMA6B
13865,TNFAIP8L1
13866,MYDGF
13867,DPP9
13868,FEM1A
13869,TICAM1
13870,PLIN3
13871,ARRDC5
13872,UHRF1
13873,KDM4B
13874,PTPRS
13875,TINCR
13876,SAFB2
13877,SAFB
13878,MICOS13
13879,LONP1
13880,CATSPERD
13881,PRR22
13882,DUS3L
13883,NRTN
13884,FUT6
13885,FUT3
13886,FUT5
13887,NDUFA11
13888,VMAC
13889,CAPS
13890,RANBP3
13891,RFX2
13892,ACSBG2
13893,MLLT1
13894,CLPP
13895,ALKBH7
13896,PSPN
13897,GTF2F1
13898,KHSRP
13899,SLC25A41
13900,SLC25A23
13901,CRB3
13902,DENND1C
13903,TNFSF9
13904,CD70
13905,TNFSF14
13906,C3
13907,GPR108
13908,TRIP10
13909,SH2D3A
13910,VAV1
13911,ADGRE1
13912,ZNF557
13913,INSR
13914,AC119396.1
13915,ARHGEF18
13916,PEX11G
13917,TEX45
13918,ZNF358
13919,MCOLN1
13920,PNPLA6
13921,CAMSAP3
13922,XAB2
13923,PET100
13924,PCP2
13925,STXBP2
13926,RETN
13927,MCEMP1
13928,TRAPPC5
13929,CLEC4G
13930,CD209
13931,CLEC4M
13932,EVI5L
13933,PRR36
13934,LRRC8E
13935,MAP2K7
13936,TGFBR3L
13937,SNAPC2
13938,CTXN1
13939,TIMM44
13940,ELAVL1
13941,CCL25
13942,CERS4
13943,CD320
13944,NDUFA7
13945,KANK3
13946,ANGPTL4
13947,RAB11B
13948,MARCH2
13949,HNRNPM
13950,PRAM1
13951,ZNF414
13952,MYO1F
13953,ADAMTS10
13954,OR2Z1
13955,ZNF558
13956,MBD3L1
13957,MUC16
13958,OR7G2
13959,OR7G1
13960,OR7G3
13961,ZNF317
13962,OR7D2
13963,OR7D4
13964,OR7E24
13965,ZNF699
13966,ZNF559
13967,ZNF177
13968,ZNF266
13969,ZNF560
13970,ZNF426
13971,ZNF121
13972,ZNF561
13973,ZNF562
13974,FBXL12
13975,UBL5
13976,PIN1
13977,OLFM2
13978,COL5A3
13979,SHFL
13980,ANGPTL6
13981,PPAN
13982,P2RY11
13983,EIF3G
13984,DNMT1
13985,S1PR2
13986,ICAM4
13987,ICAM5
13988,ZGLP1
13989,FDX2
13990,RAVER1
13991,ICAM3
13992,TYK2
13993,CDC37
13994,PDE4A
13995,KEAP1
13996,S1PR5
13997,ATG4D
13998,KRI1
13999,CDKN2D
14000,AP1M2
14001,SLC44A2
14002,ILF3
14003,QTRT1
14004,DNM2
14005,TMED1
14006,C19orf38
14007,CARM1
14008,YIPF2
14009,TIMM29
14010,SMARCA4
14011,LDLR
14012,SPC24
14013,KANK2
14014,DOCK6
14015,TSPAN16
14016,RAB3D
14017,TMEM205
14018,CCDC159
14019,PLPPR2
14020,SWSAP1
14021,RGL3
14022,CCDC151
14023,PRKCSH
14024,ZNF653
14025,ECSIT
14026,CNN1
14027,ELOF1
14028,ZNF627
14029,ACP5
14030,ZNF823
14031,ZNF441
14032,ZNF491
14033,ZNF440
14034,ZNF439
14035,ZNF69
14036,ZNF700
14037,ZNF763
14038,ZNF433
14039,ZNF878
14040,ZNF844
14041,ZNF20
14042,ZNF625
14043,ZNF136
14044,ZNF44
14045,ZNF563
14046,ZNF442
14047,ZNF799
14048,ZNF709
14049,ZNF564
14050,ZNF490
14051,ZNF791
14052,MAN2B1
14053,WDR83
14054,WDR83OS
14055,DHPS
14056,GNG14
14057,FBXW9
14058,TNPO2
14059,TRIR
14060,GET3
14061,HOOK2
14062,JUNB
14063,PRDX2
14064,THSD8
14065,RNASEH2A
14066,RTBDN
14067,MAST1
14068,DNASE2
14069,KLF1
14070,GCDH
14071,SYCE2
14072,FARSA
14073,CALR
14074,RAD23A
14075,GADD45GIP1
14076,DAND5
14077,NFIX
14078,LYL1
14079,TRMT1
14080,NACC1
14081,STX10
14082,IER2
14083,CCDC130
14084,MRI1
14085,C19orf53
14086,ZSWIM4
14087,NANOS3
14088,C19orf57
14089,CC2D1A
14090,PODNL1
14091,DCAF15
14092,RFX1
14093,IL27RA
14094,PALM3
14095,C19orf67
14096,SAMD1
14097,PRKACA
14098,ASF1B
14099,ADGRL1
14100,ADGRE5
14101,DDX39A
14102,PKN1
14103,PTGER1
14104,GIPC1
14105,DNAJB1
14106,TECR
14107,NDUFB7
14108,CLEC17A
14109,ADGRE3
14110,ZNF333
14111,ADGRE2
14112,OR7C1
14113,OR7A5
14114,OR7A10
14115,OR7A17
14116,OR1I1
14117,SYDE1
14118,ILVBL
14119,NOTCH3
14120,EPHX3
14121,BRD4
14122,AKAP8
14123,AKAP8L
14124,WIZ
14125,RASAL3
14126,CYP4F22
14127,CYP4F3
14128,CYP4F12
14129,OR10H1
14130,CYP4F2
14131,CYP4F11
14132,TPM4
14133,RAB8A
14134,HSH2D
14135,FAM32A
14136,AP1M1
14137,KLF2
14138,EPS15L1
14139,CALR3
