,0
4419,NPR3
4420,TARS
4421,ADAMTS12
4422,RXFP3
4423,SLC45A2
4424,AMACR
4425,C1QTNF3
4426,RAI14
4427,RAD1
4428,BRIX1
4429,DNAJC21
4430,PRLR
4431,SPEF2
4432,IL7R
4433,UGT3A1
4434,UGT3A2
4435,LMBRD2
4436,SKP2
4437,NADK2
4438,RANBP3L
4439,SLC1A3
4440,NIPBL
4441,CPLANE1
4442,NUP155
4443,WDR70
4444,GDNF
4445,EGFLAM
4446,LIFR
4447,OSMR
4448,RICTOR
4449,FYB1
4450,C9
4451,DAB2
4452,TTC33
4453,PTGER4
4454,PRKAA1
4455,CARD6
4456,C7
4457,C6
4458,PLCXD3
4459,OXCT1
4460,C5orf51
4461,FBXO4
4462,GHR
4463,CCDC152
4464,SELENOP
4465,ANXA2R
4466,ZNF131
4467,NIM1K
4468,HMGCS1
4469,CCL28
4470,TMEM267
4471,C5orf34
4472,PAIP1
4473,NNT
4474,FGF10
4475,EMB
4476,PARP8
4477,PELO
4478,ITGA1
4479,ITGA2
4480,MOCS2
4481,FST
4482,NDUFS4
4483,ARL15
4484,HSPB3
4485,SNX18
4486,ESM1
4487,GZMK
4488,GZMA
4489,CDC20B
4490,GPX8
4491,MCIDAS
4492,CCNO
4493,DHX29
4494,MTREX
4495,PLPP1
4496,SLC38A9
4497,DDX4
4498,IL31RA
4499,ANKRD55
4500,MAP3K1
4501,SETD9
4502,MIER3
4503,GPBP1
4504,PLK2
4505,GAPT
4506,RAB3C
4507,PDE4D
4508,DEPDC1B
4509,ELOVL7
4510,ERCC8
4511,NDUFAF2
4512,SMIM15
4513,ZSWIM6
4514,KIF2A
4515,DIMT1
4516,IPO11
4517,RNF180
4518,RGS7BP
4519,SHISAL2B
4520,SREK1IP1
4521,CWC27
4522,ADAMTS6
4523,CENPK
4524,PPWD1
4525,TRIM23
4526,SHLD3
4527,TRAPPC13
4528,SGTB
4529,NLN
4530,ERBIN
4531,MAST4
4532,CD180
4533,PIK3R1
4534,SLC30A5
4535,CCNB1
4536,CENPH
4537,CDK7
4538,CCDC125
4539,AK6
4540,TAF9
4541,RAD17
4542,MARVELD2
4543,OCLN
4544,BDP1
4545,MCCC2
4546,CARTPT
4547,MAP1B
4548,PTCD2
4549,ZNF366
4550,TNPO1
4551,FCHO2
4552,TMEM171
4553,TMEM174
4554,FOXD1
4555,BTF3
4556,ANKRA2
4557,UTP15
4558,ARHGEF28
4559,ENC1
4560,HEXB
4561,GFM2
4562,NSA2
4563,FAM169A
4564,GCNT4
4565,ANKRD31
4566,HMGCR
4567,CERT1
4568,POLK
4569,ANKDD1B
4570,POC5
4571,IQGAP2
4572,F2RL2
4573,F2R
4574,F2RL1
4575,S100Z
4576,CRHBP
4577,AGGF1
4578,ZBED3
4579,PDE8B
4580,WDR41
4581,AP3B1
4582,SCAMP1
4583,LHFPL2
4584,ARSB
4585,DMGDH
4586,BHMT2
4587,JMY
4588,HOMER1
4589,TENT2
4590,CMYA5
4591,MTX3
4592,THBS4
4593,SERINC5
4594,SPZ1
4595,ZFYVE16
4596,FAM151B
4597,DHFR
4598,MSH3
4599,RASGRF2
4600,CKMT2
4601,ZCCHC9
4602,ACOT12
4603,SSBP2
4604,ATG10
4605,TMEM167A
4606,XRCC4
4607,VCAN
4608,HAPLN1
4609,EDIL3
4610,COX7C
4611,RASA1
4612,CCNH
4613,TMEM161B
4614,MEF2C
4615,CETN3
4616,MBLAC2
4617,POLR3G
4618,LYSMD3
4619,ADGRV1
4620,ARRDC3
4621,NR2F1
4622,FAM172A
4623,POU5F2
4624,KIAA0825
4625,SLF1
4626,MCTP1
4627,TTC37
4628,GPR150
4629,RFESD
4630,SPATA9
4631,RHOBTB3
4632,GLRX
4633,ELL2
4634,PCSK1
4635,CAST
4636,ERAP1
4637,ERAP2
4638,LNPEP
4639,LIX1
4640,RIOK2
4641,RGMB
4642,CHD1
4643,FAM174A
4644,SLCO4C1
4645,PAM
4646,GIN1
4647,PPIP5K2
4648,C5orf30
4649,NUDT12
4650,EFNA5
4651,FBXL17
4652,FER
4653,PJA2
4654,MAN2A1
4655,TMEM232
4656,SLC25A46
4657,TSLP
4658,WDR36
4659,CAMK4
4660,STARD4
4661,NREP
4662,EPB41L4A
4663,APC
4664,SRP19
4665,REEP5
4666,DCP2
4667,MCC
4668,TSSK1B
4669,YTHDC2
4670,KCNN2
4671,TRIM36
4672,PGGT1B
4673,CCDC112
4674,FEM1C
4675,TICAM2
4676,TMED7
4677,CDO1
4678,LVRN
4679,ARL14EPL
4680,COMMD10
4681,SEMA6A
4682,DTWD2
4683,DMXL1
4684,TNFAIP8
4685,HSD17B4
4686,FAM170A
4687,PRR16
4688,SRFBP1
4689,LOX
4690,ZNF474
4691,AC010255.3
4692,SNCAIP
4693,SNX2
4694,SNX24
4695,PPIC
4696,PRDM6
4697,CEP120
4698,CSNK1G3
4699,ZNF608
4700,GRAMD2B
4701,ALDH7A1
4702,PHAX
4703,TEX43
4704,LMNB1
4705,MARCH3
4706,MEGF10
4707,PRRC1
4708,CTXN3
4709,CCDC192
4710,SLC12A2
4711,FBN2
4712,SLC27A6
4713,ISOC1
4714,ADAMTS19
4715,MINAR2
4716,CHSY3
4717,HINT1
4718,LYRM7
4719,CDC42SE2
4720,RAPGEF6
4721,FNIP1
4722,MEIKIN
4723,ACSL6
4724,CSF2
4725,P4HA2
4726,PDLIM4
4727,SLC22A4
4728,SLC22A5
4729,IRF1
4730,IL5
4731,RAD50
4732,IL13
4733,IL4
4734,KIF3A
4735,CCNI2
4736,SEPTIN8
4737,SOWAHA
4738,SHROOM1
4739,GDF9
4740,UQCRQ
4741,LEAP2
4742,AFF4
4743,HSPA4
4744,C5orf15
4745,VDAC1
4746,TCF7
4747,PPP2CA
4748,CDKL3
4749,UBE2B
4750,CDKN2AIPNL
4751,JADE2
4752,SAR1B
4753,SEC24A
4754,CAMLG
4755,DDX46
4756,C5orf24
4757,TXNDC15
4758,CATSPER3
4759,PITX1
4760,H2AFY
4761,TIFAB
4762,CXCL14
4763,SLC25A48
4764,LECT2
4765,TGFBI
4766,SMAD5
4767,SMIM32
4768,TRPC7
4769,SPOCK1
4770,KLHL3
4771,HNRNPA0
4772,MYOT
4773,PKD2L2
4774,FAM13B
4775,NME5
4776,BRD8
4777,KIF20A
4778,CDC23
4779,GFRA3
4780,CDC25C
4781,FAM53C
4782,KDM3B
4783,REEP2
4784,EGR1
4785,ETF1
4786,HSPA9
4787,CTNNA1
4788,LRRTM2
4789,SIL1
4790,PAIP2
4791,SLC23A1
4792,MZB1
4793,PROB1
4794,SPATA24
4795,DNAJC18
4796,ECSCR
4797,SMIM33
4798,TMEM173
4799,UBE2D2
4800,CXXC5
4801,PSD2
4802,NRG2
4803,PURA
4804,IGIP
4805,CYSTM1
4806,PFDN1
4807,HBEGF
4808,SLC4A9
4809,ANKHD1
4810,SRA1
4811,EIF4EBP3
4812,APBB3
4813,SLC35A4
4814,CD14
4815,NDUFA2
4816,TMCO6
4817,IK
4818,WDR55
4819,DND1
4820,HARS
4821,HARS2
4822,ZMAT2
4823,PCDHA2
4824,PCDHA3
4825,PCDHA4
4826,PCDHA5
4827,PCDHA6
4828,PCDHA7
4829,PCDHA9
4830,PCDHA11
4831,PCDHA12
4832,PCDHA13
4833,PCDHAC1
4834,PCDHB1
4835,PCDHB2
4836,PCDHB3
4837,PCDHB4
4838,PCDHB5
4839,PCDHB6
4840,PCDHB7
4841,PCDHB8
4842,PCDHB16
4843,PCDHB9
4844,PCDHB10
4845,PCDHB11
4846,PCDHB12
4847,PCDHB13
4848,PCDHB14
4849,PCDHB15
4850,TAF7
4851,PCDHGA1
4852,PCDHGA2
4853,PCDHGA3
4854,PCDHGB2
4855,PCDHGA5
4856,PCDHGA6
4857,PCDHGA7
4858,PCDHGA8
4859,PCDHGA9
4860,PCDHGB6
4861,PCDHGA10
4862,PCDHGB7
4863,PCDHGA11
4864,PCDHGA12
4865,PCDHGC3
4866,PCDHGC5
4867,DIAPH1
4868,HDAC3
4869,RELL2
4870,FCHSD1
4871,ARAP3
4872,PCDH1
4873,DELE1
4874,PCDH12
4875,RNF14
4876,GNPDA1
4877,NDFIP1
4878,SPRY4
4879,FGF1
4880,ARHGAP26
4881,NR3C1
4882,HMHB1
4883,YIPF5
4884,PRELID2
4885,GRXCR2
4886,SH3RF2
4887,PLAC8L1
4888,LARS
4889,RBM27
4890,TCERG1
4891,GPR151
4892,PPP2R2B
4893,STK32A
4894,DPYSL3
4895,JAKMIP2
4896,SPINK1
4897,SCGB3A2
4898,C5orf46
4899,SPINK5
4900,SPINK6
4901,MARCOL
4902,SPINK13
4903,SPINK7
4904,FBXO38
4905,HTR4
4906,ADRB2
4907,SH3TC2
4908,ABLIM3
4909,AFAP1L1
4910,GRPEL2
4911,PCYOX1L
4912,IL17B
4913,CSNK1A1
4914,ARHGEF37
4915,PPARGC1B
4916,PDE6A
4917,SLC26A2
4918,TIGD6
4919,HMGXB3
4920,CSF1R
4921,PDGFRB
4922,CDX1
4923,SLC6A7
4924,CAMK2A
4925,ARSI
4926,TCOF1
4927,CD74
4928,NDST1
4929,SYNPO
4930,MYOZ3
4931,RBM22
4932,DCTN4
4933,SMIM3
4934,IRGM
4935,ZNF300
4936,GPX3
4937,TNIP1
4938,ANXA6
4939,CCDC69
4940,GM2A
4941,SLC36A1
4942,FAT2
4943,SPARC
4944,ATOX1
4945,NMUR2
4946,GRIA1
4947,FAM114A2
4948,MFAP3
4949,GALNT10
4950,SAP30L
4951,HAND1
4952,LARP1
4953,FAXDC2
4954,CNOT8
4955,GEMIN5
4956,KIF4B
4957,SGCD
4958,TIMD4
4959,HAVCR1
4960,HAVCR2
4961,MED7
4962,ITK
4963,FAM71B
4964,CYFIP2
4965,FNDC9
4966,ADAM19
4967,NIPAL4
4968,SOX30
4969,C5orf52
4970,THG1L
4971,LSM11
4972,CLINT1
4973,EBF1
4974,RNF145
4975,UBLCP1
4976,IL12B
4977,ADRA1B
4978,TTC1
4979,PWWP2A
4980,FABP6
4981,CCNJL
4982,C1QTNF2
4983,ZBED8
4984,SLU7
4985,PTTG1
4986,ATP10B
4987,GABRB2
4988,GABRA1
4989,GABRG2
4990,CCNG1
4991,NUDCD2
4992,HMMR
4993,MAT2B
4994,WWC1
4995,RARS
4996,FBLL1
4997,PANK3
4998,SLIT3
4999,SPDL1
5000,DOCK2
5001,INSYN2B
5002,FOXI1
5003,C5orf58
5004,LCP2
5005,KCNIP1
5006,KCNMB1
5007,GABRP
5008,RANBP17
5009,FGF18
5010,FBXW11
5011,STK10
5012,EFCAB9
5013,UBTD2
5014,SH3PXD2B
5015,NEURL1B
5016,DUSP1
5017,ERGIC1
5018,ATP6V0E1
5019,CREBRF
5020,BNIP1
5021,STC2
5022,BOD1
5023,CPEB4
5024,NSG2
5025,MSX2
5026,DRD1
5027,SFXN1
5028,HRH2
5029,CPLX2
5030,SIMC1
5031,KIAA1191
5032,ARL10
5033,NOP16
5034,HIGD2A
5035,CLTB
5036,FAF2
5037,RNF44
5038,CDHR2
5039,GPRIN1
5040,TSPAN17
5041,UNC5A
5042,HK3
5043,UIMC1
5044,ZNF346
5045,FGFR4
5046,NSD1
5047,RAB24
5048,MXD3
5049,LMAN2
5050,RGS14
5051,SLC34A1
5052,F12
5053,GRK6
5054,PRR7
5055,DBN1
5056,PDLIM7
5057,DOK3
5058,DDX41
5059,FAM193B
5060,TMED9
5061,B4GALT7
5062,N4BP3
5063,RMND5B
5064,NHP2
5065,GMCL2
5066,PHYKPL
5067,COL23A1
5068,CLK4
5069,ZNF354A
5070,ZNF354B
5071,ZFP2
5072,ZNF454
5073,ZNF879
5074,ZNF354C
5075,ADAMTS2
5076,RUFY1
5077,C5orf60
5078,CBY3
5079,CANX
5080,MAML1
5081,LTC4S
5082,MGAT4B
5083,SQSTM1
5084,MRNIP
5085,TBC1D9B
5086,RNF130
5087,RASGEF1C
5088,MAPK9
5089,GFPT2
5090,CNOT6
5091,SCGB3A1
5092,FLT4
5093,MGAT1
5094,ZFP62
5095,BTNL8
5096,BTNL3
5097,OR2V1
5098,TRIM7
5099,TRIM41
5100,RACK1
5101,TRIM52
5102,DUSP22
5103,IRF4
5104,EXOC2
5105,HUS1B
5106,FOXQ1
5107,FOXF2
5108,FOXC1
5109,GMDS
5110,MYLK4
5111,WRNIP1
5112,SERPINB1
5113,SERPINB9
5114,SERPINB6
5115,NQO2
5116,RIPK1
5117,BPHL
5118,TUBB2A
5119,TUBB2B
5120,PSMG4
5121,SLC22A23
5122,PXDC1
5123,FAM50B
5124,PRPF4B
5125,FAM217A
5126,C6orf201
5127,ECI2
5128,CDYL
5129,RPP40
5130,PPP1R3G
5131,LYRM4
5132,FARS2
5133,NRN1
5134,F13A1
5135,LY86
5136,RREB1
5137,SSR1
5138,CAGE1
5139,RIOK1
5140,DSP
5141,SNRNP48
5142,BMP6
5143,TXNDC5
5144,BLOC1S5
5145,EEF1E1
5146,SLC35B3
5147,TFAP2A
5148,GCNT2
5149,C6orf52
5150,PAK1IP1
5151,TMEM14C
5152,TMEM14B
5153,MAK
5154,SYCP2L
5155,ELOVL2
5156,SMIM13
5157,ERVFRD-1
5158,NEDD9
5159,TMEM170B
5160,ADTRP
5161,EDN1
5162,PHACTR1
5163,TBC1D7
5164,GFOD1
5165,SIRT5
5166,NOL7
5167,RANBP9
5168,MCUR1
5169,RNF182
5170,CD83
5171,JARID2
5172,DTNBP1
5173,MYLIP
5174,GMPR
5175,ATXN1
5176,STMND1
5177,RBM24
5178,CAP2
5179,FAM8A1
5180,NUP153
5181,KIF13A
5182,NHLRC1
5183,TPMT
5184,KDM1B
5185,DEK
5186,RNF144B
5187,ID4
5188,MBOAT1
5189,E2F3
5190,CDKAL1
5191,SOX4
5192,PRL
5193,NRSN1
5194,DCDC2
5195,MRS2
5196,GPLD1
5197,ALDH5A1
5198,KIAA0319
5199,TDP2
5200,ACOT13
5201,C6orf62
5202,GMNN
5203,ARMH2
5204,RIPOR2
5205,CARMIL1
5206,SCGN
5207,HIST1H2AA
5208,SLC17A4
5209,SLC17A1
5210,SLC17A3
5211,SLC17A2
5212,TRIM38
5213,HIST1H1A
5214,HIST1H4B
5215,HIST1H2BB
5216,HIST1H1C
5217,HFE
5218,HIST1H4C
5219,HIST1H2AC
5220,HIST1H1E
5221,HIST1H2BG
5222,HIST1H2AE
5223,HIST1H3E
5224,HIST1H1D
5225,HIST1H2BH
5226,HIST1H3G
5227,BTN3A2
5228,BTN2A2
5229,BTN3A1
5230,BTN3A3
5231,BTN2A1
5232,BTN1A1
5233,HMGN4
5234,ABT1
5235,ZNF322
5236,HIST1H2AG
5237,PRSS16
5238,POM121L2
5239,ZNF391
5240,ZNF184
5241,HIST1H3H
5242,HIST1H4J
5243,HIST1H2BN
5244,HIST1H2AK
5245,HIST1H1B
5246,OR2B2
5247,OR2B6
5248,ZNF165
5249,ZSCAN16
5250,ZKSCAN8
5251,ZSCAN9
5252,ZKSCAN4
5253,ZSCAN26
5254,PGBD1
5255,ZSCAN31
5256,ZKSCAN3
5257,ZSCAN12
5258,ZSCAN23
5259,GPX6
5260,GPX5
5261,ZBED9
5262,TRIM27
5263,ZNF311
5264,OR2W1
5265,OR2B3
5266,OR2J3
5267,OR14J1
5268,OR5V1
5269,OR12D2
5270,MAS1L
5271,UBD
5272,GABBR1
5273,OR2H2
5274,MOG
5275,ZFP57
5276,ZNRD1
5277,PPP1R11
5278,RNF39
5279,TRIM31
5280,TRIM40
5281,TRIM10
5282,TRIM15
5283,TRIM26
5284,TRIM39
5285,RPP21
5286,GNL1
5287,PRR3
5288,ABCF1
5289,PPP1R10
5290,ATAT1
5291,C6orf136
5292,DHX16
5293,PPP1R18
5294,NRM
5295,MDC1
5296,TUBB
5297,FLOT1
5298,IER3
5299,DDR1
5300,GTF2H4
5301,VARS2
5302,SFTA2
5303,MUCL3
5304,PSORS1C1
5305,CDSN
5306,CCHCR1
5307,TCF19
5308,MICA
5309,MICB
5310,DDX39B
5311,ATP6V1G2
5312,NFKBIL1
5313,LTA
5314,TNF
5315,LTB
5316,LST1
5317,NCR3
5318,AIF1
5319,PRRC2A
5320,BAG6
5321,APOM
5322,C6orf47
5323,GPANK1
5324,CSNK2B
5325,LY6G5B
5326,LY6G5C
5327,ABHD16A
5328,LY6G6F
5329,LY6G6E
5330,MPIG6B
5331,LY6G6C
5332,DDAH2
5333,CLIC1
5334,MSH5
5335,SAPCD1
5336,VWA7
5337,VARS
5338,LSM2
5339,HSPA1L
5340,HSPA1A
5341,HSPA1B
5342,SNHG32
5343,NEU1
5344,SLC44A4
5345,EHMT2
5346,C2
5347,ZBTB12
5348,CFB
5349,NELFE
5350,SKIV2L
5351,DXO
5352,STK19
5353,CYP21A2
5354,TNXB
5355,ATF6B
5356,FKBPL
5357,PRRT1
5358,PPT2
5359,EGFL8
5360,AGPAT1
5361,RNF5
5362,AGER
5363,PBX2
5364,GPSM3
5365,BTNL2
5366,TAP2
5367,PSMB8
5368,PSMB9
5369,TAP1
5370,BRD2
5371,COL11A2
5372,RXRB
5373,SLC39A7
5374,HSD17B8
5375,RING1
5376,VPS52
5377,B3GALT4
5378,WDR46
5379,PFDN6
5380,RGL2
5381,TAPBP
5382,ZBTB22
5383,DAXX
5384,KIFC1
5385,PHF1
5386,CUTA
5387,SYNGAP1
5388,ZBTB9
5389,BAK1
5390,ITPR3
5391,UQCC2
5392,IP6K3
5393,LEMD2
5394,HMGA1
5395,SMIM29
5396,NUDT3
5397,PACSIN1
5398,SPDEF
5399,ILRUN
5400,SNRPC
5401,UHRF1BP1
5402,TAF11
5403,ANKS1A
5404,TCP11
5405,SCUBE3
5406,ZNF76
5407,DEF6
5408,PPARD
5409,FANCE
5410,TEAD3
5411,TULP1
5412,FKBP5
5413,ARMC12
5414,CLPSL2
5415,CLPSL1
5416,SRPK1
5417,SLC26A8
5418,MAPK14
5419,MAPK13
5420,BRPF3
5421,PNPLA1
5422,BNIP5
5423,ETV7
5424,PXT1
5425,KCTD20
5426,STK38
5427,SRSF3
5428,CDKN1A
5429,RAB44
5430,CPNE5
5431,PPIL1
5432,C6orf89
5433,PI16
5434,MTCH1
5435,FGD2
5436,PIM1
5437,TMEM217
5438,TBC1D22B
5439,RNF8
5440,CMTR1
5441,CCDC167
5442,MDGA1
5443,ZFAND3
5444,BTBD9
5445,GLO1
5446,DNAH8
5447,SAYSD1
5448,KCNK5
5449,KCNK17
5450,KIF6
5451,DAAM2
5452,MOCS1
5453,UNC5CL
5454,OARD1
5455,APOBEC2
5456,NFYA
5457,TREML1
5458,TREM2
5459,TREML2
5460,TREML4
5461,TREM1
5462,NCR2
5463,FOXP4
5464,MDFI
5465,TFEB
5466,PGC
5467,FRS3
5468,TOMM6
5469,USP49
5470,MED20
5471,BYSL
5472,CCND3
5473,TAF8
5474,C6orf132
5475,GUCA1B
5476,TRERF1
5477,UBR2
5478,PRPH2
5479,TBCC
5480,BICRAL
5481,C6orf226
5482,PTCRA
5483,CNPY3
5484,GNMT
5485,PEX6
5486,PPP2R5D
5487,MEA1
5488,KLHDC3
5489,RRP36
5490,CUL7
5491,KLC4
5492,PTK7
5493,SRF
5494,CUL9
5495,DNPH1
5496,TTBK1
5497,CRIP3
5498,ZNF318
5499,DLK2
5500,TJAP1
5501,LRRC73
5502,POLR1C
5503,YIPF3
5504,XPO5
5505,POLH
5506,GTPBP2
5507,MAD2L1BP
5508,RSPH9
5509,VEGFA
5510,C6orf223
5511,TMEM63B
5512,CAPN11
5513,MYMX
5514,SLC29A1
5515,HSP90AB1
5516,SLC35B2
5517,NFKBIE
5518,TCTE1
5519,AARS2
5520,SPATS1
5521,CDC5L
5522,SUPT3H
5523,RUNX2
5524,CLIC5
5525,ENPP4
5526,ENPP5
5527,RCAN2
5528,CYP39A1
5529,SLC25A27
5530,TDRD6
5531,PLA2G7
5532,MEP1A
5533,ADGRF1
5534,TNFRSF21
5535,CD2AP
5536,ADGRF2
5537,PTCHD4
5538,MMUT
5539,CENPQ
5540,C6orf141
5541,RHAG
5542,CRISP2
5543,CRISP3
5544,PGK2
5545,CRISP1
5546,DEFB133
5547,DEFB114
5548,DEFB110
5549,DEFB112
5550,TFAP2D
5551,TFAP2B
5552,PKHD1
5553,IL17A
5554,IL17F
5555,MCM3
5556,PAQR8
5557,EFHC1
5558,TRAM2
5559,GSTA2
5560,GSTA5
5561,GSTA4
5562,ICK
5563,FBXO9
5564,GCM1
5565,ELOVL5
5566,GCLC
5567,KLHL31
5568,LRRC1
5569,MLIP
5570,TINAG
5571,FAM83B
5572,HCRTR2
5573,GFRAL
5574,HMGCLL1
5575,BMP5
5576,COL21A1
5577,DST
5578,BEND6
5579,KIAA1586
5580,ZNF451
5581,BAG2
5582,RAB23
5583,PRIM2
5584,KHDRBS2
5585,LGSN
5586,AL135905.2
5587,PHF3
5588,EYS
5589,ADGRB3
5590,LMBRD1
5591,COL19A1
5592,COL9A1
5593,FAM135A
5594,SDHAF4
5595,SMAP1
5596,OGFRL1
5597,RIMS1
5598,KCNQ5
5599,KHDC1
5600,OOEP
5601,DDX43
5602,CGAS
5603,MTO1
5604,SLC17A5
5605,CD109
5606,COL12A1
5607,COX7A2
5608,TMEM30A
5609,FILIP1
5610,SENP6
5611,MYO6
5612,IMPG1
5613,MEI4
5614,IRAK1BP1
5615,PHIP
5616,HMGN3
5617,LCA5
5618,SH3BGRL2
5619,ELOVL4
5620,TTK
5621,BCKDHB
5622,TENT5A
5623,IBTK
5624,TPBG
5625,UBE3D
5626,DOP1A
5627,PGM3
5628,RWDD2A
5629,ME1
5630,PRSS35
5631,SNAP91
5632,RIPPLY2
5633,CYB5R4
5634,MRAP2
5635,CEP162
5636,TBX18
5637,NT5E
5638,SNX14
5639,SYNCRIP
5640,HTR1E
5641,CGA
5642,ZNF292
5643,GJB7
5644,SMIM8
5645,C6orf163
5646,CFAP206
5647,SLC35A1
5648,RARS2
5649,ORC3
5650,AKIRIN2
5651,SPACA1
5652,CNR1
5653,RNGTT
5654,PNRC1
5655,SRSF12
5656,PM20D2
5657,GABRR2
5658,UBE2J1
5659,RRAGD
5660,ANKRD6
5661,LYRM2
5662,MDN1
5663,CASP8AP2
5664,GJA10
5665,BACH2
5666,MAP3K7
5667,EPHA7
5668,MANEA
5669,FUT9
5670,UFL1
5671,FHL5
5672,GPR63
5673,NDUFAF4
5674,KLHL32
5675,MMS22L
5676,FBXL4
5677,FAXC
5678,COQ3
5679,PNISR
5680,USP45
5681,CCNC
5682,MCHR2
5683,ASCC3
5684,GRIK2
5685,HACE1
5686,LIN28B
5687,BVES
5688,POPDC3
5689,PREP
5690,PRDM1
5691,ATG5
5692,CRYBG1
5693,RTN4IP1
5694,QRSL1
5695,CD24
5696,MTRES1
5697,BEND3
5698,PDSS2
5699,SOBP
5700,SCML4
5701,SEC63
5702,OSTM1
5703,SNX3
5704,AFG1L
5705,FOXO3
5706,ARMC2
5707,SESN1
5708,CD164
5709,PPIL6
5710,SMPD2
5711,MICAL1
5712,ZBTB24
5713,AK9
5714,FIG4
5715,WASF1
5716,CDC40
5717,METTL24
5718,DDO
5719,SLC22A16
5720,CDK19
5721,AMD1
5722,GTF3C6
5723,RPF2
5724,SLC16A10
5725,MFSD4B
5726,REV3L
5727,TRAF3IP2
5728,FYN
5729,CCN6
5730,TUBE1
5731,FAM229B
5732,LAMA4
5733,RFPL4B
5734,MARCKS
5735,HDAC2
5736,FRK
5737,NT5DC1
5738,COL10A1
5739,TSPYL4
5740,DSE
5741,TSPYL1
5742,CALHM6
5743,TRAPPC3L
5744,CALHM5
5745,CALHM4
5746,RWDD1
5747,RSPH4A
5748,ZUP1
5749,KPNA5
5750,FAM162B
5751,GPRC6A
5752,ROS1
5753,DCBLD1
5754,GOPC
5755,NUS1
5756,SLC35F1
5757,CEP85L
5758,PLN
5759,MCM9
5760,ASF1A
5761,FAM184A
5762,MAN1A1
5763,TBC1D32
5764,GJA1
5765,HSF2
5766,SERINC1
5767,PKIB
5768,FABP7
5769,SMPDL3A
5770,CLVS2
5771,NKAIN2
5772,RNF217
5773,TPD52L1
5774,HDDC2
5775,HEY2
5776,NCOA7
5777,HINT3
5778,TRMT11
5779,CENPW
5780,RSPO3
5781,RNF146
5782,ECHDC1
5783,KIAA0408
5784,SOGA3
5785,C6orf58
5786,THEMIS
5787,PTPRK
5788,LAMA2
5789,ARHGAP18
5790,TMEM244
5791,L3MBTL3
5792,TMEM200A
5793,SMLR1
5794,EPB41L2
5795,AKAP7
5796,ARG1
5797,MED23
5798,ENPP3
5799,ENPP1
5800,CCN2
5801,MOXD1
5802,STX7
5803,TAAR9
5804,TAAR8
5805,TAAR6
5806,TAAR5
5807,TAAR2
5808,TAAR1
5809,VNN1
5810,VNN3
5811,VNN2
5812,SLC18B1
5813,EYA4
5814,TCF21
5815,TBPL1
5816,SLC2A12
5817,SGK1
5818,ALDH8A1
5819,HBS1L
5820,MYB
5821,AHI1
5822,PDE7B
5823,MTFR2
5824,MAP7
5825,MAP3K5
5826,PEX7
5827,SLC35D3
5828,IL20RA
5829,IL22RA2
5830,IFNGR1
5831,OLIG3
5832,TNFAIP3
5833,PERP
5834,ARFGEF3
5835,PBOV1
5836,HEBP2
5837,NHSL1
5838,CCDC28A
5839,ECT2L
5840,REPS1
5841,ABRACL
5842,HECA
5843,TXLNB
5844,CITED2
5845,NMBR
5846,GJE1
5847,VTA1
5848,ADGRG6
5849,HIVEP2
5850,AIG1
5851,ADAT2
5852,PEX3
5853,FUCA2
5854,PHACTR2
5855,LTV1
5856,ZC2HC1B
5857,PLAGL1
5858,SF3B5
5859,STX11
5860,UTRN
5861,EPM2A
5862,FBXO30
5863,SHPRH
5864,GRM1
5865,RAB32
5866,ADGB
5867,STXBP5
5868,SAMD5
5869,SASH1
5870,UST
5871,TAB2
5872,SUMO4
5873,ZC3H12D
5874,PPIL4
5875,GINM1
5876,KATNA1
5877,LATS1
5878,NUP43
5879,PCMT1
5880,LRP11
5881,RAET1E
5882,ULBP2
5883,ULBP1
5884,ULBP3
5885,PPP1R14C
5886,IYD
5887,PLEKHG1
5888,MTHFD1L
5889,AKAP12
5890,ZBTB2
5891,RMND1
5892,ARMT1
5893,CCDC170
5894,ESR1
5895,SYNE1
5896,MYCT1
5897,VIP
5898,FBXO5
5899,MTRF1L
5900,RGS17
5901,OPRM1
5902,IPCEF1
5903,CNKSR3
5904,SCAF8
5905,TIAM2
5906,TFB1M
5907,NOX3
5908,ARID1B
5909,TMEM242
5910,ZDHHC14
5911,SNX9
5912,SYNJ2
5913,SERAC1
5914,GTF2H5
5915,TULP4
5916,TMEM181
5917,DYNLT1
5918,SYTL3
5919,EZR
5920,RSPH3
5921,TAGAP
5922,FNDC1
5923,SOD2
5924,ACAT2
5925,TCP1
5926,PNLDC1
5927,MAS1
5928,IGF2R
5929,SLC22A1
5930,SLC22A2
5931,SLC22A3
5932,MAP3K4
5933,AGPAT4
5934,PRKN
5935,PACRG
5936,QKI
5937,C6orf118
5938,PDE10A
5939,SFT2D1
5940,MPC1
5941,RAMACL
5942,RNASET2
5943,FGFR1OP
5944,CCR6
5945,GPR31
5946,TTLL2
5947,AFDN
5948,KIF25
5949,FRMD1
5950,DACT2
5951,SMOC2
5952,THBS2
5953,WDR27
5954,C6orf120
5955,PHF10
5956,TCTE3
5957,ERMARD
5958,DLL1
5959,FAM120B
5960,PSMB1
5961,TBP
5962,FAM20C
5963,PDGFA
5964,PRKAR1B
5965,DNAAF5
5966,SUN1
5967,ADAP1
5968,COX19
5969,CYP2W1
5970,C7orf50
5971,GPR146
5972,GPER1
5973,ZFAND2A
5974,MICALL2
5975,INTS1
5976,MAFK
5977,TMEM184A
5978,PSMG3
